tweet_number,created_at,timestamp,text
165,2/15/2017 13:13:10,2/15/2017 9:13:10,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!"
166,2/15/2017 16:34:27,2/15/2017 12:34:27,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF
167,2/15/2017 19:17:59,2/15/2017 15:17:59,"Welcome to the United States, @IsraeliPM Benjamin &amp; Sara!
#ICYMI🇺🇸🇮🇱Joint Press Conference: 
https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP"
168,2/15/2017 19:45:16,2/15/2017 15:45:16,"Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!
Tickets:… https://t.co/OigfXFECPp"
169,2/15/2017 21:34:05,2/15/2017 17:34:05,"Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace 
https://t.co/dmHL7xIEQv"
170,2/15/2017 23:59:26,2/15/2017 19:59:26,"Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN"
171,2/16/2017 11:34:46,2/16/2017 7:34:46,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!
172,2/16/2017 11:58:43,2/16/2017 7:58:43,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!"
173,2/16/2017 12:02:59,2/16/2017 8:02:59,The spotlight has finally been put on the low-life leakers! They will be caught!
174,2/16/2017 14:10:49,2/16/2017 10:10:49,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!"
175,2/16/2017 14:39:52,2/16/2017 10:39:52,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!"
176,2/16/2017 23:44:54,2/16/2017 19:44:54,Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh
177,2/17/2017 10:13:32,2/17/2017 6:13:32,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!"
178,2/17/2017 11:38:20,2/17/2017 7:38:20,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it."
179,2/17/2017 11:43:10,2/17/2017 7:43:10,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!
180,2/17/2017 13:16:22,2/17/2017 9:16:22,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others."
181,2/17/2017 15:34:14,2/17/2017 11:34:14,"Join me at 11:00am:
Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM"
182,2/17/2017 21:48:22,2/17/2017 17:48:22,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!"
183,2/17/2017 23:15:56,2/17/2017 19:15:56,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest"
184,2/18/2017 0:02:58,2/17/2017 20:02:58,Looking forward to the Florida rally tomorrow. Big crowd expected!
185,2/18/2017 13:31:53,2/18/2017 9:31:53,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.
186,2/18/2017 13:51:20,2/18/2017 9:51:20,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!"
187,2/19/2017 21:57:01,2/19/2017 17:57:01,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.
188,2/20/2017 14:15:42,2/20/2017 10:15:42,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!
189,2/20/2017 14:33:33,2/20/2017 10:33:33,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!
190,2/20/2017 21:00:37,2/20/2017 17:00:37,Just named General H.R. McMaster National Security Advisor.
191,2/21/2017 0:38:40,2/20/2017 20:38:40,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv"
192,2/21/2017 20:46:42,2/21/2017 16:46:42,Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u
193,2/21/2017 23:23:13,2/21/2017 19:23:13,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!"
194,2/22/2017 12:20:40,2/22/2017 8:20:40,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!"
195,2/22/2017 12:50:56,2/22/2017 8:50:56,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!
196,2/23/2017 22:53:45,2/23/2017 18:53:45,S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU
197,2/24/2017 0:01:40,2/23/2017 20:01:40,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!
198,2/24/2017 0:06:44,2/23/2017 20:06:44,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!
199,2/24/2017 12:31:49,2/24/2017 8:31:49,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......"
200,2/24/2017 12:36:34,2/24/2017 8:36:34,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW
201,2/24/2017 13:49:27,2/24/2017 9:49:27,Going to CPAC!
202,2/24/2017 17:04:19,2/24/2017 13:04:19,"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA"
203,2/25/2017 3:09:18,2/24/2017 23:09:18,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!
204,2/25/2017 12:25:24,2/25/2017 8:25:24,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!
205,2/25/2017 13:19:18,2/25/2017 9:19:18,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.
206,2/25/2017 13:27:04,2/25/2017 9:27:04,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!"
207,2/25/2017 18:12:25,2/25/2017 14:12:25,Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC
208,2/25/2017 21:53:21,2/25/2017 17:53:21,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!
209,2/25/2017 22:02:22,2/25/2017 18:02:22,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!"
210,2/26/2017 11:33:16,2/26/2017 7:33:16,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!"
211,2/26/2017 11:42:39,2/26/2017 7:42:39,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!
212,2/26/2017 18:16:41,2/26/2017 14:16:41,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!"
213,2/26/2017 20:13:52,2/26/2017 16:13:52,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare."
214,2/27/2017 17:06:23,2/27/2017 13:06:23,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS
215,2/27/2017 21:48:21,2/27/2017 17:48:21,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:
https://t.co/Soebxtg2Zd"
216,2/28/2017 2:43:03,2/27/2017 22:43:03,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!
217,3/1/2017 1:30:49,2/28/2017 21:30:49,"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU"
218,3/1/2017 1:42:16,2/28/2017 21:42:16,"#JointSession #MAGA🇺🇸
https://t.co/RDO6Jt2pip"
219,3/1/2017 13:38:44,3/1/2017 9:38:44,THANK YOU!
220,3/2/2017 11:00:41,3/2/2017 7:00:41,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!"
221,3/3/2017 2:22:49,3/2/2017 22:22:49,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not...."
222,3/3/2017 2:27:29,3/2/2017 22:27:29,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....
223,3/3/2017 2:35:33,3/2/2017 22:35:33,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story..."
224,3/3/2017 2:38:48,3/2/2017 22:38:48,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!"""
225,3/3/2017 12:00:39,3/3/2017 8:00:39,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends"
226,3/3/2017 12:19:12,3/3/2017 8:19:12,It is so pathetic that the Dems have still not approved my full Cabinet.
227,3/3/2017 16:41:55,3/3/2017 12:41:55,"Weekly Address
Join me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp"
228,3/3/2017 17:54:30,3/3/2017 13:54:30,We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA
229,3/3/2017 20:48:21,3/3/2017 16:48:21,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. https://t.co/OTJaHcvLzf
230,3/3/2017 21:02:23,3/3/2017 17:02:23,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN"
231,3/3/2017 22:13:10,3/3/2017 18:13:10,MAKE AMERICA GREAT AGAIN! https://t.co/kuQiZDz4rA
232,3/4/2017 11:26:47,3/4/2017 7:26:47,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......
233,3/4/2017 11:35:20,3/4/2017 7:35:20,"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!"
234,3/4/2017 11:42:59,3/4/2017 7:42:59,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone."
235,3/4/2017 11:49:00,3/4/2017 7:49:00,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!"
236,3/4/2017 11:52:54,3/4/2017 7:52:54,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!"
237,3/4/2017 12:02:48,3/4/2017 8:02:48,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!
238,3/4/2017 13:19:29,3/4/2017 9:19:29,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show"
239,3/5/2017 11:32:22,3/5/2017 7:32:22,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?
240,3/5/2017 11:40:20,3/5/2017 7:40:20,"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends"
241,3/5/2017 17:30:11,3/5/2017 13:30:11,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!
242,3/6/2017 21:19:04,3/6/2017 17:19:04,"President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'
https://t.co/adBzWhtq8S"
243,3/6/2017 21:22:15,3/6/2017 17:22:15,"45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!"
244,3/6/2017 23:49:53,3/6/2017 19:49:53,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! https://t.co/BNSLvKiEVj
245,3/7/2017 3:49:54,3/6/2017 23:49:54,"Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
246,3/7/2017 3:50:49,3/6/2017 23:50:49,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!"
247,3/7/2017 12:04:13,3/7/2017 8:04:13,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!"
248,3/7/2017 12:13:59,3/7/2017 8:13:59,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!
249,3/7/2017 13:13:20,3/7/2017 9:13:20,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends"
250,3/7/2017 13:41:58,3/7/2017 9:41:58,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends"
251,3/7/2017 13:46:28,3/7/2017 9:46:28,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!
252,3/7/2017 14:14:03,3/7/2017 10:14:03,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!"
253,3/8/2017 0:14:30,3/7/2017 20:14:30,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!
254,3/8/2017 11:12:39,3/8/2017 7:12:39,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.
255,3/8/2017 11:13:44,3/8/2017 7:13:44,"On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world."
256,3/8/2017 12:11:25,3/8/2017 8:11:25,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015
257,3/8/2017 23:50:25,3/8/2017 19:50:25,Met with @RepCummings today at the @WhiteHouse. Great discussion!
258,3/8/2017 23:54:16,3/8/2017 19:54:16,"Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r"
259,3/9/2017 13:13:54,3/9/2017 9:13:54,RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK
260,3/9/2017 17:01:17,3/9/2017 13:01:17,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!"
261,3/9/2017 22:36:27,3/9/2017 18:36:27,U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️https://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP
262,3/9/2017 23:11:27,3/9/2017 19:11:27,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations… https://t.co/oQIx7LybCV
263,3/10/2017 13:32:05,3/10/2017 9:32:05,"RT @foxandfriends: ""Never give up....that's the worst thing you could do. There's always a chance."" -Kyle Coddington's message to those als…"
264,3/10/2017 13:45:02,3/10/2017 9:45:02,"RT @DRUDGE_REPORT: GREAT AGAIN:  +235,000 https://t.co/GkockGNdtC"
265,3/10/2017 15:40:53,3/10/2017 11:40:53,"Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸
➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j"
266,3/11/2017 14:39:07,3/11/2017 10:39:07,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!
267,3/12/2017 12:36:59,3/12/2017 8:36:59,"RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in, that historic journey continues. Take a look 👉 ht…"
268,3/13/2017 12:52:29,3/13/2017 8:52:29,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!"
269,3/13/2017 13:11:17,3/13/2017 9:11:17,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day."
270,3/13/2017 17:20:15,3/13/2017 13:20:15,Healthcare listening session w/ @VP &amp; @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:… https://t.co/1cQI0ZBUv8
271,3/13/2017 20:57:02,3/13/2017 16:57:02,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S… https://t.co/bMYph832hF
272,3/13/2017 22:54:16,3/13/2017 18:54:16,"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here… https://t.co/mg0A4Hq3bD"
273,3/14/2017 15:00:25,3/14/2017 11:00:25,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA"
274,3/14/2017 16:12:22,3/14/2017 12:12:22,Great optimism in America – and the results will be even better! https://t.co/SYBl47CsZn
275,3/15/2017 10:55:30,3/15/2017 6:55:30,"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS!"
276,3/15/2017 11:02:40,3/15/2017 7:02:40,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!"
277,3/15/2017 11:13:58,3/15/2017 7:13:58,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp; U.S. Already happening!"
278,3/15/2017 11:29:05,3/15/2017 7:29:05,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!"
279,3/15/2017 12:14:20,3/15/2017 8:14:20,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!
280,3/15/2017 20:55:52,3/15/2017 16:55:52,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!
281,3/15/2017 23:25:25,3/15/2017 19:25:25,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv
282,3/16/2017 0:03:23,3/15/2017 20:03:23,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH"
283,3/16/2017 4:20:41,3/16/2017 0:20:41,"Thank you Nashville, Tennessee! https://t.co/6snvQ0DzXN"
284,3/16/2017 15:52:22,3/16/2017 11:52:22,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m
285,3/16/2017 20:09:38,3/16/2017 16:09:38,"An honor to welcome the Taoiseach of Ireland, @EndaKennyTD to the @WhiteHouse today with @VP Pence. 🇺🇸🇮🇪 https://t.co/J3iTl2iSiQ"
286,3/16/2017 21:43:07,3/16/2017 17:43:07,RT @USHCC: USHCC was delighted to host @IvankaTrump for a roundtable discussion w/ Hispanic women biz owners today in Washington #USHCCLegi…
287,3/16/2017 21:54:02,3/16/2017 17:54:02,Great progress on healthcare. Improvements being made - Republicans coming together!
288,3/16/2017 22:43:32,3/16/2017 18:43:32,My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp; future mtgs!
289,3/17/2017 9:35:58,3/17/2017 5:35:58,"RT @DiamondandSilk: When the President says ""You're Fired""     That means: ""Pack Yo Stuff and Go, Not Say ""You Refuse to Go!  #DrainTheSwam…"
290,3/17/2017 12:12:04,3/17/2017 8:12:04,Happy Lá Fheile Phadraig to all of my great Irish friends!
291,3/17/2017 12:20:22,3/17/2017 8:20:22,RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8
292,3/17/2017 12:26:12,3/17/2017 8:26:12,"RT @AmericaFirstPol: MAJOR IMPACT: @POTUS Trump is 50 Days in and moving swiftly to get America back on the right track. #MAGA 
https://t.c…"
293,3/17/2017 12:30:25,3/17/2017 8:30:25,RT @foxandfriends: VIDEO: Rep. Scalise — GOP agrees on over 85 percent of health care bill https://t.co/05dtfjAUbx
294,3/17/2017 12:34:17,3/17/2017 8:34:17,"RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US, experts warn (via @FoxFriendsFirst) https://t.co/pwXeR9OMQC"
295,3/17/2017 13:07:15,3/17/2017 9:07:15,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!"
296,3/17/2017 14:07:26,3/17/2017 10:07:26,"""The President Changed. So Has Small Businesses' Confidence""
https://t.co/daTGjPmYeJ"
297,3/17/2017 15:39:10,3/17/2017 11:39:10,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY
298,3/18/2017 13:15:41,3/18/2017 9:15:41,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes....."
299,3/18/2017 13:23:37,3/18/2017 9:23:37,"...vast sums of money to NATO &amp; the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!"
300,3/19/2017 20:20:22,3/19/2017 16:20:22,"#ICYMI: Weekly Address 
➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv"
301,3/20/2017 10:35:28,3/20/2017 6:35:28,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!
302,3/20/2017 10:49:48,3/20/2017 6:49:48,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!
303,3/20/2017 11:02:57,3/20/2017 7:02:57,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!"
304,3/20/2017 12:35:14,3/20/2017 8:35:14,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox
305,3/20/2017 13:14:49,3/20/2017 9:14:49,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?"
306,3/20/2017 17:15:18,3/20/2017 13:15:18,Congratulations Eric &amp; Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40
307,3/20/2017 23:03:36,3/20/2017 19:03:36,"Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸 https://t.co/3QsBsib6kt"
308,3/21/2017 2:18:20,3/20/2017 22:18:20,"Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek"
309,3/21/2017 17:02:31,3/21/2017 13:02:31,Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA🇺🇸… https://t.co/3swdFWGQtP
310,3/21/2017 17:33:23,3/21/2017 13:33:23,"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in the… https://t.co/Z5VwluvJQx"
311,3/21/2017 18:12:05,3/21/2017 14:12:05,"Today on #NationalAgDay, we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrained… https://t.co/IpGRhly2zj"
312,3/22/2017 13:09:35,3/22/2017 9:09:35,Big day for healthcare. Working hard!
313,3/23/2017 1:03:18,3/22/2017 21:03:18,RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance https://…
314,3/23/2017 1:04:32,3/22/2017 21:04:32,RT @mitchellvii: Trump always ends up being right.  It's almost a little freaky.
315,3/23/2017 1:33:54,3/22/2017 21:33:54,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.
316,3/23/2017 12:18:33,3/23/2017 8:18:33,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!
317,3/23/2017 15:16:24,3/23/2017 11:16:24,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends."
318,3/23/2017 16:07:55,3/23/2017 12:07:55,We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp; tell them you support #AHCA. #PassTheBill… https://t.co/5lsrDJXfzb
319,3/23/2017 22:19:43,3/23/2017 18:19:43,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE
320,3/24/2017 12:14:32,3/24/2017 8:14:32,"After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles, bad healthcare), this is finally your chance for a great plan!"
321,3/24/2017 12:23:00,3/24/2017 8:23:00,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!"
322,3/24/2017 17:03:46,3/24/2017 13:03:46,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A grea… https://t.co/GWNo2XAueg"
323,3/24/2017 17:59:42,3/24/2017 13:59:42,"Today, I was thrilled to announce a commitment of $25 BILLION &amp; 20K AMERICAN JOBS over the next 4 years. THANK YOU… https://t.co/nWJ1hNmzoR"
324,3/25/2017 13:29:17,3/25/2017 9:29:17,Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf
325,3/25/2017 14:37:52,3/25/2017 10:37:52,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!
326,3/25/2017 14:41:14,3/25/2017 10:41:14,Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M.
327,3/25/2017 22:37:02,3/25/2017 18:37:02,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!
328,3/26/2017 12:21:58,3/26/2017 8:21:58,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp; Ocare!"
329,3/27/2017 1:04:42,3/26/2017 21:04:42,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.
330,3/28/2017 1:26:04,3/27/2017 21:26:04,"Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia, Russian speech...."
331,3/28/2017 1:35:35,3/27/2017 21:35:35,"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!"
332,3/28/2017 1:41:15,3/27/2017 21:41:15,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!
333,3/28/2017 2:03:17,3/27/2017 22:03:17,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very  good shape!"
