category,cat_word,genre,year,pronoun,word1,word2,word,total,,,,
he,he-takes,all,2000,he,he,takes,takes,62,,,,
he,he-left,all,2000,he,he,left,left,53,,,,
he,he-makes,all,2000,he,he,makes,makes,52,,,,
he,he-told,all,2000,he,he,told,told,50,,,,
he,he-walks,all,2000,he,he,walks,walks,48,,,,
he,he-plays,all,2000,he,he,plays,plays,46,,,,
he,he-stood,all,2000,he,he,stood,stood,36,,,,
he,he-talks,all,2000,he,he,talks,talks,34,,,,
he,he-died,all,2000,he,he,died,died,33,,,,
he,he-wrote,all,2000,he,he,wrote,wrote,30,,,,
he,he-found,all,2000,he,he,found,found,29,,,,
he,he-started,all,2000,he,he,started,started,29,,,,
he,he-looked,all,2000,he,he,looked,looked,28,,,,
he,he-played,all,2000,he,he,played,played,27,,,,
he,he-likes,all,2000,he,he,likes,likes,26,,,,
he,he-calls,all,2000,he,he,calls,calls,25,,,,
he,he-flew,all,2000,he,he,flew,flew,25,,,,
he,he-loved,all,2000,he,he,loved,loved,25,,,,
he,he-walked,all,2000,he,he,walked,walked,25,,,,
he,he-love,all,2000,he,he,love,love,22,,,,
he,he-ate,all,2000,he,he,ate,ate,21,,,,
he,he-stands,all,2000,he,he,stands,stands,21,,,,
he,he-sits,all,2000,he,he,sits,sits,20,,,,
he,he-tells,all,2000,he,he,tells,tells,20,,,,
he,he-,all,2000,,,,,,,,,
he,he-,all,2000,,,,,,,,,
he,he-,all,2000,,,,,,,,,
he,he-,all,2000,,,,,,,,,
his,his-life,all,2000,his,his,life,life,171,,,,
his,his-eyes,all,2000,his,his,eyes,eyes,157,,,,
his,his-heart,all,2000,his,his,heart,heart,109,,,,
his,his-head,all,2000,his,his,head,head,107,,,,
his,his-mind,all,2000,his,his,mind,mind,104,,,,
his,his-love,all,2000,his,his,love,love,90,,,,
his,his-hand,all,2000,his,his,hand,hand,80,,,,
his,his-hands,all,2000,his,his,hands,hands,62,,,,
his,his-arms,all,2000,his,his,arms,arms,59,,,,
his,his-soul,all,2000,his,his,soul,soul,45,,,,
his,his-wife,all,2000,his,his,wife,wife,43,,,,
his,his-friends,all,2000,his,his,friends,friends,39,,,,
his,his-eye,all,2000,his,his,eye,eye,34,,,,
his,his-ass,all,2000,his,his,ass,ass,31,,,,
his,his-feet,all,2000,his,his,feet,feet,31,,,,
his,his-holy,all,2000,his,his,holy,holy,31,,,,
his,his-kiss,all,2000,his,his,kiss,kiss,28,,,,
his,his-mouth,all,2000,his,his,mouth,mouth,28,,,,
his,his-blood,all,2000,his,his,blood,blood,24,,,,
his,his-tongue,all,2000,his,his,tongue,tongue,24,,,,
his,his-words,all,2000,his,his,words,words,24,,,,
his,his-glory,all,2000,his,his,glory,glory,23,,,,
his,his-hair,all,2000,his,his,hair,hair,23,,,,
his,his-knees,all,2000,his,his,knees,knees,23,,,,
his,his-son,all,2000,his,his,son,son,23,,,,
his,his-,all,2000,,,,,,,,,
his,his-,all,2000,,,,,,,,,
his,his-,all,2000,,,,,,,,,
his,his-,all,2000,,,,,,,,,
his,his-,all,2000,,,,,,,,,
him,him-him,all,2000,him,love,him,love,65,,,,
him,him-him,all,2000,him,bring,him,bring,64,,,,
him,him-him,all,2000,him,told,him,told,54,,,,
him,him-him,all,2000,him,hear,him,hear,52,,,,
him,him-him,all,2000,him,leave,him,leave,46,,,,
him,him-him,all,2000,him,send,him,send,42,,,,
him,him-him,all,2000,him,call,him,call,31,,,,
him,him-him,all,2000,him,loved,him,loved,29,,,,
him,him-him,all,2000,him,adore,him,adore,28,,,,
him,him-him,all,2000,him,watch,him,watch,28,,,,
him,him-him,all,2000,him,hurt,him,hurt,25,,,,
him,him-him,all,2000,him,heard,him,heard,24,,,,
him,him-him,all,2000,him,left,him,left,23,,,,
him,him-him,all,2000,him,found,him,found,21,,,,
him,him-him,all,2000,him,hold,him,hold,18,,,,
him,him-him,all,2000,him,met,him,met,17,,,,
him,him-him,all,2000,him,set,him,set,17,,,,
him,him-him,all,2000,him,catch,him,catch,16,,,,
him,him-him,all,2000,him,kill,him,kill,15,,,,
him,him-him,all,2000,him,kills,him,kills,15,,,,
him,him-him,all,2000,him,called,him,called,14,,,,
him,him-him,all,2000,him,pass,him,pass,14,,,,
him,him-him,all,2000,him,save,him,save,14,,,,
him,him-him,all,2000,him,teach,him,teach,14,,,,
him,him-him,all,2000,him,bout,him,bout,13,,,,
him,him-him,all,2000,him,meet,him,meet,13,,,,
him,him-,all,2000,,,,,,,,,
him,him-,all,2000,,,,,,,,,
him,him-,all,2000,,,,,,,,,
him,him-,all,2000,,,,,,,,,
she,she-loves,all,2000,she,she,loves,loves,99,,,,
she,she-left,all,2000,she,she,left,left,84,,,,
she,she-makes,all,2000,she,she,makes,makes,76,,,,
she,she-takes,all,2000,she,she,takes,takes,73,,,,
she,she-likes,all,2000,she,she,likes,likes,65,,,,
she,she-walks,all,2000,she,she,walks,walks,60,,,,
she,she-told,all,2000,she,she,told,told,55,,,,
she,she-cries,all,2000,she,she,cries,cries,46,,,,
she,she-called,all,2000,she,she,called,called,44,,,,
she,she-smiles,all,2000,she,she,smiles,smiles,43,,,,
she,she-moves,all,2000,she,she,moves,moves,42,,,,
she,she-gon,all,2000,she,she,gon,gon,34,,,,
she,she-real,all,2000,she,she,real,real,34,,,,
she,she-calls,all,2000,she,she,calls,calls,33,,,,
she,she-sits,all,2000,she,she,sits,sits,33,,,,
she,she-loved,all,2000,she,she,loved,loved,32,,,,
she,she-wakes,all,2000,she,she,wakes,wakes,31,,,,
she,she-fell,all,2000,she,she,fell,fell,29,,,,
she,she-drives,all,2000,she,she,drives,drives,27,,,,
she,she-walked,all,2000,she,she,walked,walked,27,,,,
she,she-broke,all,2000,she,she,broke,broke,26,,,,
she,she-cuts,all,2000,she,she,cuts,cuts,26,,,,
she,she-looked,all,2000,she,she,looked,looked,25,,,,
she,she-screams,all,2000,she,she,screams,screams,25,,,,
she,she-sings,all,2000,she,she,sings,sings,25,,,,
she,she-,all,2000,,,,,,,,,
she,she-,all,2000,,,,,,,,,
she,she-,all,2000,,,,,,,,,
she,she-,all,2000,,,,,,,,,
she,she-,all,2000,,,,,,,,,
hers,hers-eyes,all,2000,her,her,eyes,eyes,283,,,,
hers,hers-heart,all,2000,her,her,heart,heart,159,,,,
hers,hers-hand,all,2000,her,her,hand,hand,91,,,,
hers,hers-hair,all,2000,her,her,hair,hair,89,,,,
hers,hers-lips,all,2000,her,her,lips,lips,89,,,,
hers,hers-life,all,2000,her,her,life,life,77,,,,
hers,hers-mind,all,2000,her,her,mind,mind,77,,,,
hers,hers-head,all,2000,her,her,head,head,64,,,,
hers,hers-love,all,2000,her,her,love,love,64,,,,
hers,hers-skin,all,2000,her,her,skin,skin,58,,,,
hers,hers-body,all,2000,her,her,body,body,43,,,,
hers,hers-friends,all,2000,her,her,friends,friends,42,,,,
hers,hers-soul,all,2000,her,her,soul,soul,41,,,,
hers,hers-voice,all,2000,her,her,voice,voice,41,,,,
hers,hers-tonight,all,2000,her,her,tonight,tonight,38,,,,
hers,hers-arms,all,2000,her,her,arms,arms,33,,,,
hers,hers-hands,all,2000,her,her,hands,hands,33,,,,
hers,hers-smile,all,2000,her,her,smile,smile,33,,,,
hers,hers-feet,all,2000,her,her,feet,feet,32,,,,
hers,hers-feel,all,2000,her,her,feel,feel,29,,,,
hers,hers-finger,all,2000,her,her,finger,finger,29,,,,
hers,hers-legs,all,2000,her,her,legs,legs,29,,,,
hers,hers-home,all,2000,her,her,home,home,28,,,,
hers,hers-knees,all,2000,her,her,knees,knees,28,,,,
hers,hers-eye,all,2000,her,her,eye,eye,25,,,,
hers,hers-mouth,all,2000,her,her,mouth,mouth,25,,,,
hers,hers-spell,all,2000,her,her,spell,spell,25,,,,
hers,hers-,all,2000,,,,,,,,,
hers,hers-,all,2000,,,,,,,,,
hers,hers-,all,2000,,,,,,,,,
her,her-her,all,2000,her,love,her,love,152,,,,
her,her-her,all,2000,her,hear,her,hear,86,,,,
her,her-her,all,2000,her,told,her,told,74,,,,
her,her-her,all,2000,her,hold,her,hold,73,,,,
her,her-her,all,2000,her,inside,her,inside,58,,,,
her,her-her,all,2000,her,call,her,call,54,,,,
her,her-her,all,2000,her,met,her,met,48,,,,
her,her-her,all,2000,her,feel,her,feel,46,,,,
her,her-her,all,2000,her,miss,her,miss,44,,,,
her,her-her,all,2000,her,leave,her,leave,43,,,,
her,her-her,all,2000,her,loved,her,loved,43,,,,
her,her-her,all,2000,her,left,her,left,42,,,,
her,her-her,all,2000,her,forget,her,forget,38,,,,
her,her-her,all,2000,her,lost,her,lost,35,,,,
her,her-her,all,2000,her,save,her,save,34,,,,
her,her-her,all,2000,her,heard,her,heard,31,,,,
her,her-her,all,2000,her,sold,her,sold,30,,,,
her,her-her,all,2000,her,kiss,her,kiss,28,,,,
her,her-her,all,2000,her,touch,her,touch,28,,,,
her,her-her,all,2000,her,watch,her,watch,27,,,,
her,her-her,all,2000,her,laid,her,laid,25,,,,
her,her-her,all,2000,her,bring,her,bring,24,,,,
her,her-her,all,2000,her,watched,her,watched,24,,,,
her,her-her,all,2000,her,found,her,found,23,,,,
her,her-her,all,2000,her,kissed,her,kissed,23,,,,
her,her-her,all,2000,her,meet,her,meet,23,,,,
her,her-,all,2000,,,,,,,,,
her,her-,all,2000,,,,,,,,,
her,her-,all,2000,,,,,,,,,
her,her-,all,2000,,,,,,,,,
he,he-died,all,2010,he,he,died,died,8,,,,
he,he-left,all,2010,he,he,left,left,8,,,,
he,he-laid,all,2010,he,he,laid,laid,7,,,,
he,he-perdido,all,2010,he,he,perdido,perdido,3,,,,
he,he-romale,all,2010,he,he,romale,romale,3,,,,
he,he-fell,all,2010,he,he,fell,fell,2,,,,
he,he-leaves,all,2010,he,he,leaves,leaves,2,,,,
he,he-sang,all,2010,he,he,sang,sang,2,,,,
he,he-sleeps,all,2010,he,he,sleeps,sleeps,2,,,,
he,he-thanked,all,2010,he,he,thanked,thanked,2,,,,
he,he-believed,all,2010,he,he,believed,believed,1,,,,
he,he-berated,all,2010,he,he,berated,berated,1,,,,
he,he-brought,all,2010,he,he,brought,brought,1,,,,
he,he-built,all,2010,he,he,built,built,1,,,,
he,he-carries,all,2010,he,he,carries,carries,1,,,,
he,he-caws,all,2010,he,he,caws,caws,1,,,,
he,he-chavale,all,2010,he,he,chavale,chavale,1,,,,
he,he-choose,all,2010,he,he,choose,choose,1,,,,
he,he-cut,all,2010,he,he,cut,cut,1,,,,
he,he-dicho,all,2010,he,he,dicho,dicho,1,,,,
he,he-draws,all,2010,he,he,draws,draws,1,,,,
he,he-dresses,all,2010,he,he,dresses,dresses,1,,,,
he,he-drew,all,2010,he,he,drew,drew,1,,,,
he,he-drove,all,2010,he,he,drove,drove,1,,,,
he,he-fought,all,2010,he,he,fought,fought,1,,,,
he,he-ganado,all,2010,he,he,ganado,ganado,1,,,,
he,he-gonna,all,2010,he,he,gonna,gonna,1,,,,
he,he-ground,all,2010,he,he,ground,ground,1,,,,
he,he-heard,all,2010,he,he,heard,heard,1,,,,
he,he-helps,all,2010,he,he,helps,helps,1,,,,
his,his-home,all,2010,his,his,home,home,11,,,,
his,his-hat,all,2010,his,his,hat,hat,8,,,,
his,his-life,all,2010,his,his,life,life,5,,,,
his,his-head,all,2010,his,his,head,head,3,,,,
his,his-maker,all,2010,his,his,maker,maker,3,,,,
his,his-makers,all,2010,his,his,makers,makers,3,,,,
his,his-mind,all,2010,his,his,mind,mind,3,,,,
his,his-people,all,2010,his,his,people,people,3,,,,
his,his-screaming,all,2010,his,his,screaming,screaming,3,,,,
his,his-lies,all,2010,his,his,lies,lies,2,,,,
his,his-melody,all,2010,his,his,melody,melody,2,,,,
his,his-scaly,all,2010,his,his,scaly,scaly,2,,,,
his,his-song,all,2010,his,his,song,song,2,,,,
his,his-arm,all,2010,his,his,arm,arm,1,,,,
his,his-bible,all,2010,his,his,bible,bible,1,,,,
his,his-bill,all,2010,his,his,bill,bill,1,,,,
his,his-birthday,all,2010,his,his,birthday,birthday,1,,,,
his,his-boots,all,2010,his,his,boots,boots,1,,,,
his,his-breath,all,2010,his,his,breath,breath,1,,,,
his,his-calling,all,2010,his,his,calling,calling,1,,,,
his,his-drum,all,2010,his,his,drum,drum,1,,,,
his,his-eyes,all,2010,his,his,eyes,eyes,1,,,,
his,his-family,all,2010,his,his,family,family,1,,,,
his,his-favorite,all,2010,his,his,favorite,favorite,1,,,,
his,his-fist,all,2010,his,his,fist,fist,1,,,,
his,his-front,all,2010,his,his,front,front,1,,,,
his,his-guitar,all,2010,his,his,guitar,guitar,1,,,,
his,his-hair,all,2010,his,his,hair,hair,1,,,,
his,his-hands,all,2010,his,his,hands,hands,1,,,,
his,his-hay,all,2010,his,his,hay,hay,1,,,,
him,him-him,all,2010,him,hear,him,hear,9,,,,
him,him-him,all,2010,him,suffered,him,suffered,2,,,,
him,him-him,all,2010,him,ake,him,ake,1,,,,
him,him-him,all,2010,him,bleed,him,bleed,1,,,,
him,him-him,all,2010,him,carries,him,carries,1,,,,
him,him-him,all,2010,him,helps,him,helps,1,,,,
him,him-him,all,2010,him,hit,him,hit,1,,,,
him,him-him,all,2010,him,lifts,him,lifts,1,,,,
him,him-him,all,2010,him,miss,him,miss,1,,,,
him,him-him,all,2010,him,mom,him,mom,1,,,,
him,him-him,all,2010,him,named,him,named,1,,,,
him,him-him,all,2010,him,noticed,him,noticed,1,,,,
him,him-him,all,2010,him,raised,him,raised,1,,,,
him,him-him,all,2010,him,surprise,him,surprise,1,,,,
him,him-him,all,2010,him,taking,him,taking,1,,,,
him,him-him,all,2010,him,wake,him,wake,1,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
him,him-,all,2010,,,,,,,,,
she,she-devil,all,2010,she,she,devil,devil,9,,,,
she,she-hit,all,2010,she,she,hit,hit,6,,,,
she,she-left,all,2010,she,she,left,left,5,,,,
she,she-found,all,2010,she,she,found,found,4,,,,
she,she-loved,all,2010,she,she,loved,loved,4,,,,
she,she-rolled,all,2010,she,she,rolled,rolled,3,,,,
she,she-would've,all,2010,she,she,would've,would've,3,,,,
she,she-cast,all,2010,she,she,cast,cast,2,,,,
she,she-chose,all,2010,she,she,chose,chose,2,,,,
she,she-danced,all,2010,she,she,danced,danced,2,,,,
she,she-feels,all,2010,she,she,feels,feels,2,,,,
she,she-holds,all,2010,she,she,holds,holds,2,,,,
she,she-lost,all,2010,she,she,lost,lost,2,,,,
she,she-makes,all,2010,she,she,makes,makes,2,,,,
she,she-pays,all,2010,she,she,pays,pays,2,,,,
she,she-repeats,all,2010,she,she,repeats,repeats,2,,,,
she,she-sings,all,2010,she,she,sings,sings,2,,,,
she,she-stands,all,2010,she,she,stands,stands,2,,,,
she,she-told,all,2010,she,she,told,told,2,,,,
she,she-aint,all,2010,she,she,aint,aint,1,,,,
she,she-bites,all,2010,she,she,bites,bites,1,,,,
she,she-cat,all,2010,she,she,cat,cat,1,,,,
she,she-comforts,all,2010,she,she,comforts,comforts,1,,,,
she,she-commits,all,2010,she,she,commits,commits,1,,,,
she,she-crazy,all,2010,she,she,crazy,crazy,1,,,,
she,she-devises,all,2010,she,she,devises,devises,1,,,,
she,she-didnt,all,2010,she,she,didnt,didnt,1,,,,
she,she-dies,all,2010,she,she,dies,dies,1,,,,
she,she-fed,all,2010,she,she,fed,fed,1,,,,
she,she-fucks,all,2010,she,she,fucks,fucks,1,,,,
hers,hers-cold,all,2010,her,her,cold,cold,9,,,,
hers,hers-ten,all,2010,her,her,ten,ten,6,,,,
hers,hers-finger,all,2010,her,her,finger,finger,4,,,,
hers,hers-walk,all,2010,her,her,walk,walk,4,,,,
hers,hers-body,all,2010,her,her,body,body,3,,,,
hers,hers-goodbye,all,2010,her,her,goodbye,goodbye,3,,,,
hers,hers-hair,all,2010,her,her,hair,hair,3,,,,
hers,hers-life,all,2010,her,her,life,life,3,,,,
hers,hers-muscles,all,2010,her,her,muscles,muscles,3,,,,
hers,hers-rule,all,2010,her,her,rule,rule,3,,,,
hers,hers-babe,all,2010,her,her,babe,babe,2,,,,
hers,hers-eyes,all,2010,her,her,eyes,eyes,2,,,,
hers,hers-gentle,all,2010,her,her,gentle,gentle,2,,,,
hers,hers-head,all,2010,her,her,head,head,2,,,,
hers,hers-icy,all,2010,her,her,icy,icy,2,,,,
hers,hers-living,all,2010,her,her,living,living,2,,,,
hers,hers-rifle,all,2010,her,her,rifle,rifle,2,,,,
hers,hers-touch,all,2010,her,her,touch,touch,2,,,,
hers,hers-wear,all,2010,her,her,wear,wear,2,,,,
hers,hers-wishing,all,2010,her,her,wishing,wishing,2,,,,
hers,hers-answers,all,2010,her,her,answers,answers,1,,,,
hers,hers-arms,all,2010,her,her,arms,arms,1,,,,
hers,hers-beautiful,all,2010,her,her,beautiful,beautiful,1,,,,
hers,hers-bedroom,all,2010,her,her,bedroom,bedroom,1,,,,
hers,hers-blood,all,2010,her,her,blood,blood,1,,,,
hers,hers-breast,all,2010,her,her,breast,breast,1,,,,
hers,hers-breasts,all,2010,her,her,breasts,breasts,1,,,,
hers,hers-breath,all,2010,her,her,breath,breath,1,,,,
hers,hers-bridegroom,all,2010,her,her,bridegroom,bridegroom,1,,,,
hers,hers-charge,all,2010,her,her,charge,charge,1,,,,
her,her-her,all,2010,her,loved,her,loved,5,,,,
her,her-her,all,2010,her,pulled,her,pulled,4,,,,
her,her-her,all,2010,her,break,her,break,3,,,,
her,her-her,all,2010,her,feel,her,feel,3,,,,
her,her-her,all,2010,her,hung,her,hung,3,,,,
her,her-her,all,2010,her,left,her,left,3,,,,
her,her-her,all,2010,her,met,her,met,3,,,,
her,her-her,all,2010,her,miss,her,miss,3,,,,
her,her-her,all,2010,her,ruined,her,ruined,3,,,,
her,her-her,all,2010,her,watched,her,watched,3,,,,
her,her-her,all,2010,her,17,her,17,2,,,,
her,her-her,all,2010,her,call,her,call,2,,,,
her,her-her,all,2010,her,cast,her,cast,2,,,,
her,her-her,all,2010,her,drove,her,drove,2,,,,
her,her-her,all,2010,her,killed,her,killed,2,,,,
her,her-her,all,2010,her,watch,her,watch,2,,,,
her,her-her,all,2010,her,ago,her,ago,1,,,,
her,her-her,all,2010,her,await,her,await,1,,,,
her,her-her,all,2010,her,berated,her,berated,1,,,,
her,her-her,all,2010,her,betrayed,her,betrayed,1,,,,
her,her-her,all,2010,her,bites,her,bites,1,,,,
her,her-her,all,2010,her,breaks,her,breaks,1,,,,
her,her-her,all,2010,her,breathe,her,breathe,1,,,,
her,her-her,all,2010,her,buried,her,buried,1,,,,
her,her-her,all,2010,her,called,her,called,1,,,,
her,her-her,all,2010,her,catch,her,catch,1,,,,
her,her-her,all,2010,her,cost,her,cost,1,,,,
her,her-her,all,2010,her,dead,her,dead,1,,,,
her,her-her,all,2010,her,delayed,her,delayed,1,,,,
her,her-her,all,2010,her,deliver,her,deliver,1,,,,